id,name,score,subject
70266,성춘향,98,수학
70267,이몽룡,87,과학
70268,성춘향,98,과학
70269,이몽룡,93,수학
70270,이몽룡,77,수학
70271,성춘향,85,수학
70272,이몽룡,53,수학
70273,성춘향,52,수학
70274,홍길동,87,수학
70275,밍키,57,수학
70276,성춘향,79,수학
70277,홍길동,93,과학
70278,홍길동,77,과학
70279,홍길동,95,영어
70280,밍키,71,과학
70281,이몽룡,89,수학
70282,이몽룡,55,영어
70283,홍길동,70,과학
70284,이몽룡,62,영어
70285,성춘향,56,영어
70286,밍키,77,수학
70287,밍키,69,영어
70288,밍키,53,영어
70289,성춘향,70,과학
70290,이몽룡,64,영어
70291,홍길동,100,영어
70292,홍길동,98,영어
70293,밍키,52,영어
70294,밍키,59,영어
70295,밍키,93,수학
70296,성춘향,99,과학
70297,이몽룡,55,영어
70298,밍키,99,영어
70299,밍키,70,영어
70300,이몽룡,56,영어
70301,성춘향,91,과학
70302,홍길동,98,수학
70303,홍길동,92,영어
70304,홍길동,64,영어
70305,성춘향,54,영어
70306,밍키,55,과학
70307,밍키,78,과학
70308,밍키,86,수학
70309,홍길동,60,과학
70310,이몽룡,87,수학
70311,이몽룡,54,수학
70312,이몽룡,54,영어
70313,성춘향,54,영어
70314,홍길동,98,수학
70315,이몽룡,83,영어
70316,밍키,84,수학
70317,성춘향,74,영어
70318,성춘향,72,과학
70319,홍길동,90,영어
70320,홍길동,58,수학
70321,밍키,87,수학
70322,밍키,55,영어
70323,성춘향,56,영어
70324,홍길동,90,수학
70325,홍길동,54,수학
70326,이몽룡,61,수학
70327,성춘향,68,영어
70328,홍길동,65,영어
70329,이몽룡,64,수학
70330,밍키,52,수학
70331,이몽룡,98,과학
70332,밍키,100,영어
70333,밍키,90,과학
70334,홍길동,75,영어
70335,밍키,75,과학
70336,이몽룡,77,수학
70337,밍키,91,과학
70338,홍길동,87,수학
70339,이몽룡,50,수학
70340,이몽룡,78,수학
70341,밍키,65,수학
70342,성춘향,65,과학
70343,성춘향,78,영어
70344,이몽룡,88,과학
70345,밍키,50,수학
70346,이몽룡,83,수학
70347,이몽룡,58,과학
70348,성춘향,61,과학
70349,이몽룡,55,과학
70350,이몽룡,72,과학
70351,밍키,86,수학
70352,이몽룡,90,과학
70353,성춘향,76,수학
70354,이몽룡,81,수학
70355,밍키,98,영어
70356,성춘향,99,과학
70357,이몽룡,53,수학
70358,밍키,93,과학
70359,홍길동,74,영어
70360,홍길동,80,영어
70361,홍길동,67,수학
70362,성춘향,100,과학
70363,밍키,76,수학
70364,홍길동,53,과학
70365,홍길동,95,과학
70366,홍길동,61,영어
70367,밍키,56,과학
70368,성춘향,54,과학
70369,성춘향,69,영어
70370,홍길동,94,수학
70371,홍길동,91,과학
70372,밍키,63,과학
70373,홍길동,70,과학
70374,홍길동,74,과학
70375,이몽룡,77,과학
70376,밍키,87,과학
70377,홍길동,72,과학
70378,홍길동,63,수학
70379,홍길동,79,영어
70380,홍길동,81,수학
70381,이몽룡,71,과학
70382,홍길동,72,영어
70383,밍키,54,영어
70384,성춘향,64,수학
70385,성춘향,52,수학
70386,홍길동,91,수학
70387,홍길동,68,영어
70388,성춘향,79,과학
70389,밍키,90,영어
70390,홍길동,96,수학
70391,밍키,97,수학
70392,밍키,69,과학
70393,홍길동,79,과학
70394,홍길동,78,수학
70395,이몽룡,91,수학
70396,홍길동,84,영어
70397,성춘향,84,과학
70398,성춘향,57,영어
70399,밍키,95,영어
70400,밍키,79,과학
70401,밍키,89,수학
70402,홍길동,96,과학
70403,홍길동,57,영어
70404,성춘향,79,영어
70405,이몽룡,53,과학
70406,밍키,96,영어
70407,홍길동,52,수학
70408,밍키,77,과학
70409,성춘향,71,수학
70410,성춘향,99,수학
70411,성춘향,89,수학
70412,홍길동,74,영어
70413,홍길동,58,과학
70414,밍키,50,과학
70415,성춘향,75,과학
70416,성춘향,73,영어
70417,성춘향,90,수학
70418,성춘향,77,수학
70419,밍키,66,영어
70420,이몽룡,61,수학
70421,성춘향,55,영어
70422,홍길동,87,영어
70423,성춘향,80,수학
70424,성춘향,74,수학
70425,홍길동,76,과학
70426,성춘향,61,과학
70427,성춘향,70,영어
70428,이몽룡,51,수학
70429,성춘향,84,수학
70430,이몽룡,59,과학
70431,성춘향,91,영어
70432,성춘향,90,영어
70433,밍키,51,과학
70434,밍키,99,과학
70435,이몽룡,65,영어
70436,성춘향,79,수학
70437,성춘향,54,과학
70438,밍키,52,수학
70439,성춘향,60,영어
70440,성춘향,70,수학
70441,밍키,76,수학
70442,성춘향,95,수학
70443,성춘향,51,영어
70444,이몽룡,53,수학
70445,이몽룡,73,과학
70446,이몽룡,74,수학
70447,홍길동,63,과학
70448,홍길동,66,과학
70449,홍길동,50,영어
70450,밍키,88,수학
70451,성춘향,91,영어
70452,이몽룡,53,과학
70453,홍길동,62,수학
70454,홍길동,73,수학
70455,밍키,73,과학
70456,성춘향,79,영어
70457,밍키,73,영어
70458,홍길동,89,영어
70459,성춘향,78,영어
70460,성춘향,97,영어
70461,밍키,55,과학
70462,홍길동,75,수학
70463,성춘향,100,과학
70464,성춘향,66,과학
70465,성춘향,89,영어
70466,홍길동,58,영어
70467,홍길동,54,과학
70468,성춘향,82,영어
70469,홍길동,57,과학
70470,성춘향,84,과학
70471,밍키,72,과학
70472,홍길동,77,수학
70473,성춘향,61,영어
70474,홍길동,91,과학
70475,밍키,51,수학
70476,성춘향,89,영어
70477,밍키,94,영어
70478,성춘향,72,과학
70479,성춘향,50,수학
70480,성춘향,80,과학
70481,성춘향,74,과학
70482,성춘향,61,수학
70483,성춘향,68,과학
70484,성춘향,93,수학
70485,밍키,80,영어
70486,이몽룡,72,과학
70487,이몽룡,93,과학
70488,홍길동,72,영어
70489,성춘향,95,과학
70490,홍길동,71,과학
70491,홍길동,81,과학
70492,이몽룡,91,영어
70493,홍길동,72,과학
70494,이몽룡,54,과학
70495,홍길동,64,과학
70496,이몽룡,54,영어
70497,홍길동,93,영어
70498,이몽룡,96,영어
70499,성춘향,61,영어
70500,홍길동,51,과학
70501,이몽룡,59,수학
70502,밍키,52,영어
70503,홍길동,94,영어
70504,이몽룡,86,수학
70505,이몽룡,59,수학
70506,성춘향,81,영어
70507,밍키,59,영어
70508,밍키,82,과학
70509,이몽룡,84,과학
70510,홍길동,97,수학
70511,홍길동,67,수학
70512,이몽룡,75,영어
70513,홍길동,63,영어
70514,밍키,92,과학
70515,밍키,85,과학
70516,성춘향,71,수학
70517,홍길동,55,영어
70518,성춘향,64,과학
70519,홍길동,73,과학
70520,밍키,91,과학
70521,홍길동,59,영어
70522,성춘향,66,과학
70523,밍키,50,수학
70524,홍길동,100,영어
70525,밍키,76,영어
70526,성춘향,84,수학
70527,밍키,54,영어
70528,밍키,69,수학
70529,홍길동,63,과학
70530,밍키,96,과학
70531,밍키,79,영어
70532,성춘향,99,영어
70533,성춘향,100,수학
70534,성춘향,77,영어
70535,홍길동,54,과학
70536,성춘향,79,과학
70537,이몽룡,93,영어
70538,이몽룡,57,수학
70539,이몽룡,66,수학
70540,성춘향,65,수학
70541,밍키,98,영어
70542,이몽룡,73,과학
70543,성춘향,59,영어
70544,밍키,94,영어
70545,이몽룡,52,수학
70546,밍키,92,과학
70547,성춘향,99,과학
70548,이몽룡,51,영어
70549,홍길동,94,영어
70550,이몽룡,55,과학
70551,성춘향,97,과학
70552,이몽룡,83,수학
70553,홍길동,85,과학
70554,홍길동,82,영어
70555,밍키,78,수학
70556,밍키,93,수학
70557,밍키,74,영어
70558,성춘향,81,영어
70559,밍키,89,수학
70560,성춘향,74,영어
70561,이몽룡,76,수학
70562,이몽룡,75,수학
70563,홍길동,51,수학
70564,밍키,88,과학
70565,이몽룡,59,수학
70566,이몽룡,63,영어
70567,홍길동,62,영어
70568,성춘향,77,과학
70569,성춘향,66,과학
70570,이몽룡,82,수학
70571,성춘향,55,수학
70572,성춘향,85,영어
70573,성춘향,59,과학
70574,홍길동,54,영어
70575,밍키,60,과학
70576,홍길동,56,과학
70577,성춘향,64,수학
70578,밍키,58,영어
70579,밍키,100,영어
70580,밍키,82,영어
70581,이몽룡,89,과학
70582,성춘향,57,과학
70583,성춘향,68,수학
70584,홍길동,61,과학
70585,성춘향,58,수학
70586,성춘향,84,수학
70587,홍길동,97,영어
70588,이몽룡,54,영어
70589,이몽룡,92,영어
70590,이몽룡,66,과학
70591,이몽룡,51,영어
70592,성춘향,53,과학
70593,성춘향,75,수학
70594,밍키,83,영어
70595,홍길동,77,수학
70596,홍길동,50,영어
70597,홍길동,69,수학
70598,밍키,100,수학
70599,성춘향,91,과학
70600,홍길동,72,영어
70601,홍길동,95,과학
70602,홍길동,93,영어
70603,밍키,63,과학
70604,이몽룡,67,과학
70605,성춘향,82,과학
70606,밍키,96,과학
70607,밍키,77,수학
70608,성춘향,64,영어
70609,이몽룡,88,과학
70610,성춘향,69,영어
70611,홍길동,54,수학
70612,이몽룡,98,과학
70613,밍키,60,과학
70614,밍키,75,영어
70615,홍길동,86,수학
70616,홍길동,99,영어
70617,밍키,69,과학
70618,이몽룡,58,영어
70619,이몽룡,68,영어
70620,이몽룡,70,과학
70621,성춘향,81,과학
70622,성춘향,52,영어
70623,밍키,69,수학
70624,이몽룡,88,수학
70625,이몽룡,69,수학
70626,홍길동,54,영어
70627,밍키,55,수학
70628,밍키,68,과학
70629,홍길동,54,과학
70630,이몽룡,64,영어
70631,이몽룡,98,영어
70632,성춘향,53,수학
70633,밍키,74,과학
70634,이몽룡,81,과학
70635,성춘향,64,수학
70636,밍키,56,과학
70637,밍키,71,수학
70638,이몽룡,95,수학
70639,이몽룡,61,과학
70640,홍길동,89,과학
70641,이몽룡,82,과학
70642,이몽룡,51,영어
70643,성춘향,59,영어
70644,밍키,63,수학
70645,밍키,69,수학
70646,밍키,71,영어
70647,홍길동,98,과학
70648,성춘향,65,과학
70649,성춘향,55,영어
70650,홍길동,52,과학
70651,홍길동,80,영어
70652,홍길동,72,영어
70653,홍길동,68,영어
70654,성춘향,82,과학
70655,이몽룡,50,수학
70656,이몽룡,93,영어
70657,이몽룡,68,수학
70658,밍키,61,과학
70659,홍길동,71,수학
70660,밍키,99,수학
70661,밍키,95,수학
70662,이몽룡,94,수학
70663,이몽룡,80,수학
70664,성춘향,99,수학
70665,홍길동,74,수학
70666,이몽룡,75,수학
70667,성춘향,98,수학
70668,밍키,91,영어
70669,성춘향,72,수학
70670,성춘향,65,수학
70671,성춘향,58,영어
70672,성춘향,57,과학
70673,이몽룡,91,영어
70674,성춘향,84,영어
70675,이몽룡,80,영어
70676,밍키,59,수학
70677,밍키,98,영어
70678,홍길동,54,영어
70679,성춘향,93,과학
70680,성춘향,64,수학
70681,성춘향,51,과학
70682,이몽룡,70,수학
70683,이몽룡,55,수학
70684,홍길동,96,영어
70685,밍키,50,과학
70686,밍키,97,과학
70687,성춘향,97,수학
70688,홍길동,69,수학
70689,이몽룡,78,영어
70690,홍길동,83,과학
70691,밍키,88,수학
70692,이몽룡,51,수학
70693,홍길동,83,수학
70694,이몽룡,64,영어
70695,홍길동,86,영어
70696,홍길동,99,영어
70697,이몽룡,78,수학
70698,성춘향,60,과학
70699,밍키,76,수학
70700,밍키,66,영어
70701,이몽룡,62,과학
70702,밍키,93,과학
70703,이몽룡,99,영어
70704,홍길동,73,영어
70705,이몽룡,96,수학
70706,홍길동,62,영어
70707,이몽룡,75,과학
70708,홍길동,72,수학
70709,홍길동,89,영어
70710,밍키,81,영어
70711,성춘향,86,과학
70712,이몽룡,70,수학
70713,이몽룡,72,수학
70714,밍키,71,과학
70715,홍길동,88,수학
70716,이몽룡,84,수학
70717,이몽룡,68,과학
70718,성춘향,82,영어
70719,홍길동,86,수학
70720,밍키,92,과학
70721,이몽룡,66,과학
70722,성춘향,93,수학
70723,밍키,99,수학
70724,홍길동,54,수학
70725,밍키,59,수학
70726,밍키,55,영어
70727,성춘향,59,수학
70728,이몽룡,56,영어
70729,성춘향,97,수학
70730,밍키,68,과학
70731,성춘향,73,영어
70732,성춘향,68,과학
70733,이몽룡,60,과학
70734,이몽룡,74,과학
70735,홍길동,89,과학
70736,이몽룡,79,영어
70737,밍키,51,수학
70738,성춘향,96,영어
70739,홍길동,77,과학
70740,성춘향,98,영어
70741,밍키,84,수학
70742,성춘향,67,영어
70743,성춘향,78,수학
70744,밍키,95,수학
70745,밍키,63,과학
70746,홍길동,74,영어
70747,홍길동,94,과학
70748,이몽룡,53,과학
70749,밍키,57,과학
70750,이몽룡,73,수학
70751,밍키,51,수학
70752,밍키,70,수학
70753,성춘향,98,수학
70754,성춘향,82,수학
70755,홍길동,55,영어
70756,성춘향,82,과학
70757,성춘향,73,과학
70758,성춘향,66,영어
70759,성춘향,70,수학
70760,홍길동,66,수학
70761,이몽룡,74,과학
70762,홍길동,70,과학
70763,밍키,73,영어
70764,이몽룡,78,영어
70765,홍길동,93,수학
70766,이몽룡,59,영어
70767,홍길동,82,과학
70768,성춘향,60,영어
70769,성춘향,85,수학
70770,홍길동,62,영어
70771,홍길동,56,과학
70772,이몽룡,71,영어
70773,밍키,97,수학
70774,홍길동,76,과학
70775,성춘향,66,수학
70776,홍길동,84,수학
70777,밍키,77,과학
70778,밍키,58,영어
70779,성춘향,76,과학
70780,밍키,85,영어
70781,밍키,59,수학
70782,홍길동,96,과학
70783,이몽룡,73,영어
70784,성춘향,86,영어
70785,홍길동,51,수학
70786,이몽룡,75,영어
70787,성춘향,89,수학
70788,성춘향,93,영어
70789,이몽룡,90,과학
70790,성춘향,52,영어
70791,성춘향,72,영어
70792,이몽룡,83,수학
70793,홍길동,99,영어
70794,성춘향,52,영어
70795,성춘향,72,수학
70796,홍길동,56,과학
70797,성춘향,64,영어
70798,이몽룡,96,수학
70799,밍키,71,과학
70800,홍길동,70,수학
70801,밍키,88,과학
70802,홍길동,86,과학
70803,밍키,83,과학
70804,홍길동,50,과학
70805,홍길동,80,영어
70806,홍길동,77,영어
70807,밍키,100,과학
70808,홍길동,61,영어
70809,성춘향,57,과학
70810,홍길동,62,수학
70811,홍길동,53,수학
70812,이몽룡,94,수학
70813,이몽룡,50,영어
70814,홍길동,89,과학
70815,홍길동,72,영어
70816,홍길동,95,수학
70817,성춘향,96,수학
70818,성춘향,67,과학
70819,성춘향,52,영어
70820,성춘향,61,과학
70821,성춘향,70,수학
70822,홍길동,91,영어
70823,이몽룡,95,영어
70824,이몽룡,95,과학
70825,이몽룡,52,영어
70826,밍키,63,수학
70827,홍길동,52,수학
70828,홍길동,79,영어
70829,밍키,90,수학
70830,성춘향,87,영어
70831,이몽룡,93,영어
70832,밍키,72,수학
70833,밍키,77,영어
70834,이몽룡,100,영어
70835,이몽룡,66,수학
70836,이몽룡,98,영어
70837,홍길동,65,영어
70838,홍길동,73,영어
70839,홍길동,90,과학
70840,이몽룡,69,수학
70841,성춘향,57,영어
70842,이몽룡,58,영어
70843,밍키,70,과학
70844,밍키,84,영어
70845,이몽룡,54,과학
70846,성춘향,81,수학
70847,홍길동,85,수학
70848,성춘향,70,영어
70849,이몽룡,88,영어
70850,성춘향,99,과학
70851,이몽룡,66,과학
70852,이몽룡,73,과학
70853,성춘향,75,과학
70854,이몽룡,97,수학
70855,홍길동,86,수학
70856,이몽룡,55,영어
70857,밍키,99,과학
70858,홍길동,81,수학
70859,밍키,98,과학
70860,밍키,99,과학
70861,밍키,72,과학
70862,밍키,100,과학
70863,홍길동,56,영어
70864,이몽룡,56,과학
70865,이몽룡,64,과학
70866,밍키,57,수학
70867,밍키,52,과학
70868,밍키,66,과학
70869,홍길동,72,영어
70870,이몽룡,93,수학
70871,성춘향,56,과학
70872,홍길동,80,과학
70873,밍키,98,과학
70874,성춘향,65,영어
70875,이몽룡,66,수학
70876,홍길동,96,수학
70877,성춘향,97,과학
70878,성춘향,50,과학
70879,이몽룡,66,영어
70880,이몽룡,84,과학
70881,홍길동,99,수학
70882,밍키,60,영어
70883,이몽룡,72,수학
70884,이몽룡,69,영어
70885,이몽룡,75,수학
70886,성춘향,87,수학
70887,홍길동,72,수학
70888,홍길동,90,영어
70889,성춘향,98,영어
70890,홍길동,57,과학
70891,성춘향,74,영어
70892,성춘향,95,과학
70893,홍길동,87,영어
70894,성춘향,84,과학
70895,성춘향,55,과학
70896,홍길동,50,수학
70897,홍길동,91,영어
70898,성춘향,88,과학
70899,밍키,88,영어
70900,밍키,88,과학
70901,홍길동,80,과학
70902,홍길동,97,영어
70903,밍키,54,영어
70904,홍길동,78,영어
70905,홍길동,77,영어
70906,이몽룡,76,영어
70907,이몽룡,68,수학
70908,성춘향,82,수학
70909,이몽룡,53,과학
70910,홍길동,91,과학
70911,밍키,81,영어
70912,홍길동,81,과학
70913,성춘향,93,과학
70914,성춘향,87,과학
70915,밍키,60,수학
70916,성춘향,97,수학
70917,이몽룡,84,영어
70918,밍키,97,수학
70919,성춘향,92,영어
70920,이몽룡,79,영어
70921,홍길동,79,영어
70922,이몽룡,86,과학
70923,이몽룡,64,영어
70924,이몽룡,71,수학
70925,이몽룡,55,과학
70926,성춘향,82,영어
70927,이몽룡,83,과학
70928,성춘향,59,수학
70929,성춘향,76,과학
70930,홍길동,71,과학
70931,성춘향,80,과학
70932,성춘향,86,수학
70933,밍키,61,영어
70934,이몽룡,51,과학
70935,이몽룡,92,과학
70936,밍키,61,과학
70937,밍키,60,수학
70938,성춘향,89,과학
70939,밍키,86,영어
70940,홍길동,76,영어
70941,홍길동,84,수학
70942,밍키,68,과학
70943,홍길동,88,영어
70944,홍길동,92,영어
70945,밍키,92,영어
70946,홍길동,62,수학
70947,홍길동,84,수학
70948,이몽룡,77,수학
70949,이몽룡,66,과학
70950,성춘향,72,영어
70951,밍키,68,영어
70952,홍길동,84,영어
70953,밍키,54,영어
70954,이몽룡,62,영어
70955,성춘향,53,수학
70956,홍길동,55,영어
70957,밍키,52,영어
70958,성춘향,94,과학
70959,이몽룡,77,수학
70960,밍키,91,수학
70961,홍길동,92,영어
70962,이몽룡,52,과학
70963,성춘향,72,수학
70964,밍키,95,과학
70965,성춘향,99,수학
70966,홍길동,88,과학
70967,이몽룡,50,수학
70968,성춘향,56,과학
70969,이몽룡,61,영어
70970,이몽룡,58,과학
70971,성춘향,81,과학
70972,성춘향,69,수학
70973,홍길동,72,영어
70974,홍길동,73,수학
70975,이몽룡,53,수학
70976,성춘향,56,수학
70977,성춘향,99,영어
70978,홍길동,91,과학
70979,밍키,73,과학
70980,홍길동,73,수학
70981,이몽룡,62,영어
70982,성춘향,54,과학
70983,홍길동,64,수학
70984,밍키,96,수학
70985,성춘향,96,과학
70986,이몽룡,54,과학
70987,밍키,51,영어
70988,이몽룡,74,과학
70989,홍길동,56,수학
70990,성춘향,67,수학
70991,성춘향,87,영어
70992,성춘향,50,수학
70993,이몽룡,86,영어
70994,이몽룡,74,과학
70995,이몽룡,76,수학
70996,홍길동,52,과학
70997,밍키,69,과학
70998,이몽룡,97,영어
70999,홍길동,91,영어
71000,이몽룡,81,과학
71001,밍키,82,영어
71002,홍길동,100,영어
71003,밍키,72,과학
71004,홍길동,93,과학
71005,이몽룡,87,수학
71006,홍길동,98,영어
71007,밍키,80,영어
71008,성춘향,51,수학
71009,홍길동,96,과학
71010,이몽룡,87,영어
71011,성춘향,67,과학
71012,이몽룡,55,영어
71013,홍길동,80,수학
71014,성춘향,53,과학
71015,이몽룡,66,수학
71016,밍키,99,영어
71017,홍길동,93,과학
71018,밍키,60,영어
71019,밍키,72,수학
71020,성춘향,58,수학
71021,밍키,62,과학
71022,이몽룡,87,과학
71023,밍키,91,수학
71024,밍키,68,과학
71025,이몽룡,99,과학
71026,성춘향,68,수학
71027,홍길동,55,영어
71028,성춘향,59,수학
71029,이몽룡,96,과학
71030,밍키,95,수학
71031,홍길동,85,수학
71032,홍길동,61,영어
71033,이몽룡,99,과학
71034,홍길동,87,영어
71035,홍길동,58,영어
71036,홍길동,84,영어
71037,성춘향,56,영어
71038,밍키,100,수학
71039,성춘향,78,영어
71040,홍길동,87,영어
71041,밍키,96,과학
71042,이몽룡,88,영어
71043,밍키,82,수학
71044,성춘향,68,과학
71045,성춘향,97,영어
71046,홍길동,81,영어
71047,밍키,67,영어
71048,밍키,59,영어
71049,밍키,53,영어
71050,홍길동,87,영어
71051,홍길동,85,영어
71052,성춘향,52,과학
71053,이몽룡,82,과학
71054,홍길동,93,과학
71055,홍길동,58,과학
71056,이몽룡,100,영어
71057,홍길동,73,과학
71058,홍길동,83,과학
71059,이몽룡,66,수학
71060,성춘향,91,과학
71061,이몽룡,82,과학
71062,성춘향,59,과학
71063,밍키,96,과학
71064,홍길동,63,과학
71065,홍길동,100,과학
71066,이몽룡,71,영어
71067,성춘향,77,과학
71068,홍길동,87,과학
71069,이몽룡,67,과학
71070,홍길동,51,과학
71071,홍길동,56,영어
71072,이몽룡,84,과학
71073,밍키,58,영어
71074,성춘향,100,수학
71075,홍길동,100,수학
71076,밍키,92,수학
71077,이몽룡,79,영어
71078,성춘향,100,과학
71079,성춘향,79,영어
71080,이몽룡,100,과학
71081,홍길동,56,과학
71082,밍키,70,영어
71083,이몽룡,98,영어
71084,성춘향,91,수학
71085,이몽룡,85,수학
71086,밍키,92,영어
71087,이몽룡,52,수학
71088,성춘향,89,과학
71089,성춘향,96,과학
71090,밍키,54,과학
71091,밍키,92,수학
71092,밍키,89,영어
71093,성춘향,70,과학
71094,성춘향,61,영어
71095,밍키,96,수학
71096,성춘향,95,영어
71097,이몽룡,69,영어
71098,성춘향,92,영어
71099,성춘향,63,과학
71100,이몽룡,55,영어
71101,이몽룡,55,수학
71102,밍키,81,과학
71103,이몽룡,98,수학
71104,성춘향,83,수학
71105,홍길동,82,영어
71106,홍길동,78,영어
71107,성춘향,73,과학
71108,홍길동,100,영어
71109,홍길동,51,과학
71110,성춘향,98,수학
71111,홍길동,70,영어
71112,밍키,56,영어
71113,성춘향,82,수학
71114,밍키,66,과학
71115,성춘향,62,영어
71116,홍길동,70,수학
71117,이몽룡,61,영어
71118,이몽룡,96,과학
71119,홍길동,92,수학
71120,밍키,72,과학
71121,홍길동,65,과학
71122,성춘향,89,과학
71123,홍길동,98,영어
71124,홍길동,97,수학
71125,이몽룡,91,과학
71126,홍길동,57,영어
71127,성춘향,69,수학
71128,홍길동,53,영어
71129,이몽룡,59,영어
71130,이몽룡,96,수학
71131,밍키,72,영어
71132,이몽룡,56,영어
71133,홍길동,72,과학
71134,성춘향,82,영어
71135,밍키,90,수학
71136,성춘향,87,수학
71137,홍길동,58,영어
71138,홍길동,80,과학
71139,홍길동,68,수학
71140,밍키,72,영어
71141,성춘향,52,영어
71142,성춘향,64,수학
71143,이몽룡,89,영어
71144,밍키,85,과학
71145,밍키,93,영어
71146,홍길동,98,과학
71147,이몽룡,74,수학
71148,이몽룡,94,영어
71149,밍키,91,수학
71150,홍길동,96,수학
71151,밍키,96,수학
71152,이몽룡,51,과학
71153,홍길동,75,영어
71154,성춘향,87,영어
71155,이몽룡,80,과학
71156,이몽룡,57,과학
71157,성춘향,93,과학
71158,홍길동,80,영어
71159,홍길동,96,영어
71160,성춘향,84,수학
71161,밍키,52,수학
71162,홍길동,68,수학
71163,이몽룡,53,영어
71164,이몽룡,73,영어
71165,밍키,57,과학
71166,밍키,78,영어
71167,이몽룡,55,수학
71168,이몽룡,65,영어
71169,밍키,70,수학
71170,홍길동,72,수학
71171,밍키,63,영어
71172,홍길동,78,과학
71173,홍길동,93,영어
71174,홍길동,92,영어
71175,홍길동,59,수학
71176,밍키,85,수학
71177,성춘향,70,영어
71178,성춘향,92,수학
71179,이몽룡,100,수학
71180,이몽룡,90,과학
71181,성춘향,56,수학
71182,홍길동,94,영어
71183,성춘향,60,과학
71184,밍키,77,수학
71185,성춘향,76,수학
71186,밍키,98,수학
71187,밍키,67,영어
71188,밍키,98,과학
71189,이몽룡,64,과학
71190,이몽룡,81,수학
71191,이몽룡,94,영어
71192,홍길동,59,과학
71193,밍키,94,영어
71194,성춘향,92,수학
71195,홍길동,54,과학
71196,이몽룡,53,과학
71197,밍키,70,영어
71198,성춘향,79,영어
71199,홍길동,93,과학
71200,홍길동,100,수학
71201,성춘향,55,과학
71202,홍길동,51,수학
71203,이몽룡,81,수학
71204,성춘향,56,과학
71205,홍길동,76,영어
71206,성춘향,96,영어
71207,밍키,61,과학
71208,이몽룡,51,수학
71209,이몽룡,79,수학
71210,성춘향,60,영어
71211,성춘향,58,영어
71212,이몽룡,96,과학
71213,홍길동,87,과학
71214,홍길동,53,영어
71215,홍길동,77,과학
71216,홍길동,53,과학
71217,밍키,65,수학
71218,이몽룡,68,과학
71219,밍키,58,수학
71220,홍길동,84,영어
71221,홍길동,58,영어
71222,밍키,86,과학
71223,성춘향,57,과학
71224,성춘향,86,영어
71225,홍길동,60,과학
71226,성춘향,98,영어
71227,밍키,94,수학
71228,홍길동,79,영어
71229,성춘향,74,과학
71230,성춘향,89,영어
71231,홍길동,68,영어
71232,밍키,79,수학
71233,이몽룡,77,수학
71234,홍길동,91,영어
71235,밍키,61,영어
71236,이몽룡,50,영어
71237,성춘향,50,과학
71238,이몽룡,92,영어
71239,성춘향,97,과학
71240,성춘향,52,과학
71241,이몽룡,54,수학
71242,성춘향,96,수학
71243,성춘향,54,수학
71244,홍길동,98,영어
71245,성춘향,54,수학
71246,이몽룡,74,영어
71247,성춘향,77,수학
71248,이몽룡,51,영어
71249,성춘향,68,과학
71250,성춘향,81,수학
71251,이몽룡,82,과학
71252,성춘향,68,수학
71253,이몽룡,94,영어
71254,이몽룡,82,수학
71255,이몽룡,90,수학
71256,이몽룡,87,과학
71257,밍키,95,과학
71258,성춘향,88,수학
71259,홍길동,57,과학
71260,이몽룡,63,영어
71261,밍키,51,과학
71262,이몽룡,80,수학
71263,밍키,55,수학
71264,이몽룡,78,수학
71265,성춘향,61,과학
71266,성춘향,73,과학
71267,홍길동,73,과학
71268,홍길동,90,수학
71269,성춘향,93,과학
71270,이몽룡,69,수학
71271,홍길동,60,영어
71272,홍길동,87,수학
71273,홍길동,50,과학
71274,이몽룡,84,수학
71275,밍키,83,영어
71276,홍길동,76,과학
71277,성춘향,83,과학
71278,성춘향,88,수학
71279,이몽룡,64,영어
71280,이몽룡,74,과학
71281,홍길동,96,과학
71282,홍길동,81,과학
71283,성춘향,78,영어
71284,밍키,50,영어
71285,성춘향,71,과학
71286,성춘향,86,과학
71287,홍길동,86,영어
71288,홍길동,76,영어
71289,이몽룡,80,과학
71290,밍키,64,과학
71291,성춘향,100,과학
71292,밍키,70,수학
71293,홍길동,77,과학
71294,성춘향,71,영어
71295,홍길동,90,영어
71296,이몽룡,87,과학
71297,밍키,79,과학
71298,성춘향,83,과학
71299,이몽룡,76,과학
71300,성춘향,98,영어
71301,밍키,82,영어
71302,성춘향,97,과학
71303,홍길동,51,수학
71304,홍길동,57,수학
71305,이몽룡,50,수학
71306,성춘향,92,과학
71307,홍길동,95,수학
71308,홍길동,85,수학
71309,성춘향,84,수학
71310,홍길동,93,영어
71311,밍키,69,수학
71312,밍키,69,과학
71313,홍길동,89,영어
71314,성춘향,83,수학
71315,성춘향,95,과학
71316,밍키,50,과학
71317,이몽룡,68,과학
71318,이몽룡,64,영어
71319,밍키,79,수학
71320,이몽룡,72,영어
71321,밍키,76,과학
71322,성춘향,82,수학
71323,이몽룡,56,과학
71324,홍길동,53,과학
71325,이몽룡,84,영어
71326,성춘향,86,과학
71327,이몽룡,92,영어
71328,홍길동,84,과학
71329,밍키,85,과학
71330,홍길동,83,과학
71331,홍길동,64,수학
71332,홍길동,53,영어
71333,이몽룡,76,수학
71334,이몽룡,66,과학
71335,홍길동,90,영어
71336,이몽룡,58,과학
71337,성춘향,82,과학
71338,이몽룡,91,과학
71339,성춘향,60,수학
